id_news_article,news_url,image_url,commons_url,avg_rank,median_rank,rank_var,content-WPtitle,content-caption,title-caption,baseline
5,http://www.foxnews.com/us/2016/04/18/flash-flood-warnings-in-effect-as-texas-braces-for-severe-downpours.html,https://upload.wikimedia.org/wikipedia/commons/7/72/Ashburn%27s_Houston_City_Map.jpg,https://commons.wikimedia.org/wiki/File:Ashburn%27s_Houston_City_Map.jpg,0.75,0.5,0.6875,0.898118515,0.945307828,0.867875231,0
5,http://www.foxnews.com/us/2016/04/18/flash-flood-warnings-in-effect-as-texas-braces-for-severe-downpours.html,https://upload.wikimedia.org/wikipedia/commons/f/f6/Houstonmap.gif,https://commons.wikimedia.org/wiki/File:Houstonmap.gif,1,1,0.5,0.902432053,0.964644801,0.907754175,0
5,http://www.foxnews.com/us/2016/04/18/flash-flood-warnings-in-effect-as-texas-braces-for-severe-downpours.html,https://upload.wikimedia.org/wikipedia/commons/c/cb/Texas_population_map2.png,https://commons.wikimedia.org/wiki/File:Texas_population_map2.png,0.25,0,0.1875,0.860277601,0.847933343,0.973470643,0
5,http://www.foxnews.com/us/2016/04/18/flash-flood-warnings-in-effect-as-texas-braces-for-severe-downpours.html,https://upload.wikimedia.org/wikipedia/commons/6/68/Texas_map_of_K%C3%B6ppen_climate_classification.svg,https://commons.wikimedia.org/wiki/File:Texas_map_of_K%C3%B6ppen_climate_classification.svg,0.25,0,0.1875,0.860277601,0.784361152,0.883772782,0
5,http://www.foxnews.com/us/2016/04/18/flash-flood-warnings-in-effect-as-texas-braces-for-severe-downpours.html,https://upload.wikimedia.org/wikipedia/commons/e/e6/Mexico_1824_%28equirectangular_projection%29.png,https://commons.wikimedia.org/wiki/File:Mexico_1824_%28equirectangular_projection%29.png,0,0,0,0.860277601,0.689198436,0.904276364,0
5,http://www.foxnews.com/us/2016/04/18/flash-flood-warnings-in-effect-as-texas-braces-for-severe-downpours.html,https://upload.wikimedia.org/wikipedia/commons/8/8a/Race_and_ethnicity_2010-_Houston.png,https://commons.wikimedia.org/wiki/File:Race_and_ethnicity_2010-_Houston.png,0,0,0,0.898118515,0.945858301,0.783246788,0.001315789
5,http://www.foxnews.com/us/2016/04/18/flash-flood-warnings-in-effect-as-texas-braces-for-severe-downpours.html,https://upload.wikimedia.org/wikipedia/commons/8/88/AustinTXMap.png,https://commons.wikimedia.org/wiki/File:AustinTXMap.png,0.25,0,0.1875,0.860658801,0.884441419,0.882476968,0
5,http://www.foxnews.com/us/2016/04/18/flash-flood-warnings-in-effect-as-texas-braces-for-severe-downpours.html,https://upload.wikimedia.org/wikipedia/commons/2/28/Houston%2C_Texas_at_Night_2010-02-28.jpg,https://commons.wikimedia.org/wiki/File:Houston%2C_Texas_at_Night_2010-02-28.jpg,0,0,0,0.902432053,0.844671602,0.761184861,0.001059322
5,http://www.foxnews.com/us/2016/04/18/flash-flood-warnings-in-effect-as-texas-braces-for-severe-downpours.html,https://upload.wikimedia.org/wikipedia/commons/f/f0/Galveston_bay_area.gif,https://commons.wikimedia.org/wiki/File:Galveston_bay_area.gif,0,0,0,0.838670821,0.586565424,0.526344754,0.00234192
7,https://www.nytimes.com/2016/04/17/us/family-of-immigrants-only-one-a-citizen-anxiously-awaits-supreme-court-ruling.html,https://upload.wikimedia.org/wikipedia/commons/2/25/US_Employment_Statistics.svg,https://commons.wikimedia.org/wiki/File:US_Employment_Statistics.svg,0.5,0.5,0.25,0.901406433,0.978018475,0.846396563,0.001818182
7,https://www.nytimes.com/2016/04/17/us/family-of-immigrants-only-one-a-citizen-anxiously-awaits-supreme-court-ruling.html,https://upload.wikimedia.org/wikipedia/commons/f/fc/U.S._Total_Deficits_vs._National_Debt_Increases_2001-2010.png,https://commons.wikimedia.org/wiki/File:U.S._Total_Deficits_vs._National_Debt_Increases_2001-2010.png,0,0,0,0.901406433,0.860259708,0.574452292,0.001908397
7,https://www.nytimes.com/2016/04/17/us/family-of-immigrants-only-one-a-citizen-anxiously-awaits-supreme-court-ruling.html,https://upload.wikimedia.org/wikipedia/commons/7/79/PPACA_Premium_Chart.jpg,https://commons.wikimedia.org/wiki/File:PPACA_Premium_Chart.jpg,0.75,0.5,0.6875,0.901406433,0.928862634,0.785102647,0
7,https://www.nytimes.com/2016/04/17/us/family-of-immigrants-only-one-a-citizen-anxiously-awaits-supreme-court-ruling.html,https://upload.wikimedia.org/wikipedia/commons/5/50/2004_Illinois_Senate_results.svg,https://commons.wikimedia.org/wiki/File:2004_Illinois_Senate_results.svg,0,0,0,0.901406433,0.908146582,0.687641214,0.003333333
8,http://www.foxnews.com/opinion/2016/04/19/does-pandering-hillary-put-hot-sauce-on-her-collard-greens.html,https://upload.wikimedia.org/wikipedia/commons/5/5f/2008_Democratic_Primaries_Popular_Vote.svg,https://commons.wikimedia.org/wiki/File:2008_Democratic_Primaries_Popular_Vote.svg,0.25,0,0.1875,0.937873635,0.883460966,0.976458768,0.00286944
9,https://www.nytimes.com/2016/04/19/us/old-houses-from-canada-become-new-homes-in-washington-state.html,https://upload.wikimedia.org/wikipedia/commons/e/e1/San_Juan_Islands_map.png,https://commons.wikimedia.org/wiki/File:San_Juan_Islands_map.png,2,2,0.5,0.84841266,0.901721091,0.535173865,0.005586592
13,http://www.foxnews.com/politics/2016/04/19/cuba-officials-call-obama-visit-attack-raul-castro-labels-us-as-enemy.html,https://upload.wikimedia.org/wikipedia/commons/a/af/Cuba_rel94.jpg,https://commons.wikimedia.org/wiki/File:Cuba_rel94.jpg,0.5,0.5,0.25,0.928215826,0.937495756,0.979019663,0
13,http://www.foxnews.com/politics/2016/04/19/cuba-officials-call-obama-visit-attack-raul-castro-labels-us-as-enemy.html,https://upload.wikimedia.org/wikipedia/commons/a/a1/Tree_map_export_2009_Cuba.jpeg,https://commons.wikimedia.org/wiki/File:Tree_map_export_2009_Cuba.jpeg,1.5,1.5,1.25,0.928215826,0.942713285,0.977845952,0
13,http://www.foxnews.com/politics/2016/04/19/cuba-officials-call-obama-visit-attack-raul-castro-labels-us-as-enemy.html,https://upload.wikimedia.org/wikipedia/commons/f/fc/U.S._Total_Deficits_vs._National_Debt_Increases_2001-2010.png,https://commons.wikimedia.org/wiki/File:U.S._Total_Deficits_vs._National_Debt_Increases_2001-2010.png,0,0,0,0.928733375,0.900941436,0.746265393,0.011450382
13,http://www.foxnews.com/politics/2016/04/19/cuba-officials-call-obama-visit-attack-raul-castro-labels-us-as-enemy.html,https://upload.wikimedia.org/wikipedia/commons/2/25/US_Employment_Statistics.svg,https://commons.wikimedia.org/wiki/File:US_Employment_Statistics.svg,0,0,0,0.928733375,0.97746169,0.970755625,0.003636364
13,http://www.foxnews.com/politics/2016/04/19/cuba-officials-call-obama-visit-attack-raul-castro-labels-us-as-enemy.html,https://upload.wikimedia.org/wikipedia/commons/5/50/2004_Illinois_Senate_results.svg,https://commons.wikimedia.org/wiki/File:2004_Illinois_Senate_results.svg,0,0,0,0.928733375,0.884683415,0.920124552,0.02
13,http://www.foxnews.com/politics/2016/04/19/cuba-officials-call-obama-visit-attack-raul-castro-labels-us-as-enemy.html,https://upload.wikimedia.org/wikipedia/commons/7/79/PPACA_Premium_Chart.jpg,https://commons.wikimedia.org/wiki/File:PPACA_Premium_Chart.jpg,0,0,0,0.928733375,0.889287895,0.755955543,0.002155172
14,http://www.bbc.com/news/business-36088072,https://upload.wikimedia.org/wikipedia/commons/5/53/Personal_computers_%28million%29_ITU.png,https://commons.wikimedia.org/wiki/File:Personal_computers_%28million%29_ITU.png,0.75,0.5,0.6875,0.956492961,0.977968479,0.905860998,0
14,http://www.bbc.com/news/business-36088072,https://upload.wikimedia.org/wikipedia/commons/0/00/Transistor_Count_and_Moore%27s_Law_-_2011.svg,https://commons.wikimedia.org/wiki/File:Transistor_Count_and_Moore%27s_Law_-_2011.svg,0.25,0,0.1875,0.882654029,0.77651014,0.705522313,0.004444444
15,https://www.nytimes.com/2016/04/19/us/panel-would-make-insurers-help-contain-rising-drug-costs.html,https://upload.wikimedia.org/wikipedia/commons/d/d3/Health_uninsurance_rates_in_the_United_States_by_state%2C_2009.svg,https://commons.wikimedia.org/wiki/File:Health_uninsurance_rates_in_the_United_States_by_state%2C_2009.svg,0.5,0.5,0.25,0.985813653,0.990751803,0.986923086,0.0203125
15,https://www.nytimes.com/2016/04/19/us/panel-would-make-insurers-help-contain-rising-drug-costs.html,https://upload.wikimedia.org/wikipedia/commons/b/b4/U.S._Insurance_Contributions_%281990_to_2010%29.jpg,https://commons.wikimedia.org/wiki/File:U.S._Insurance_Contributions_%281990_to_2010%29.jpg,0.5,0.5,0.25,0.978791985,0.991702081,0.989971614,0.012552301
15,https://www.nytimes.com/2016/04/19/us/panel-would-make-insurers-help-contain-rising-drug-costs.html,https://upload.wikimedia.org/wikipedia/commons/4/4d/U.S._Uninsured_and_Uninsured_Rate_%281987_to_2008%29.JPG,https://commons.wikimedia.org/wiki/File:U.S._Uninsured_and_Uninsured_Rate_%281987_to_2008%29.JPG,1,1,0.5,0.977988444,0.976636234,0.923609957,0.020408163
15,https://www.nytimes.com/2016/04/19/us/panel-would-make-insurers-help-contain-rising-drug-costs.html,https://upload.wikimedia.org/wikipedia/commons/0/00/Percentage_of_income_allotted_to_pay_for_health_insurance_vs._federal_poverty_level_for_house_and_senate.jpg,https://commons.wikimedia.org/wiki/File:Percentage_of_income_allotted_to_pay_for_health_insurance_vs._federal_poverty_level_for_house_and_senate.jpg,1.75,1.5,0.6875,0.978791985,0.994862321,0.977692723,0.013719512
15,https://www.nytimes.com/2016/04/19/us/panel-would-make-insurers-help-contain-rising-drug-costs.html,https://upload.wikimedia.org/wikipedia/commons/8/80/Total_health_expenditure_per_capita%2C_US_Dollars_PPP.png,https://commons.wikimedia.org/wiki/File:Total_health_expenditure_per_capita%2C_US_Dollars_PPP.png,1.5,1,0.75,0.978791985,0.97771286,0.951052058,0.00232288
15,https://www.nytimes.com/2016/04/19/us/panel-would-make-insurers-help-contain-rising-drug-costs.html,https://upload.wikimedia.org/wikipedia/commons/7/7f/Compensation_-_Gross_and_Net_of_Health_Insurance_Premiums.png,https://commons.wikimedia.org/wiki/File:Compensation_-_Gross_and_Net_of_Health_Insurance_Premiums.png,1.75,1.5,0.6875,0.978791985,0.992077307,0.989897131,0.022179364
15,https://www.nytimes.com/2016/04/19/us/panel-would-make-insurers-help-contain-rising-drug-costs.html,https://upload.wikimedia.org/wikipedia/commons/5/51/Gross_Costs_of_Health_Coverage.png,https://commons.wikimedia.org/wiki/File:Gross_Costs_of_Health_Coverage.png,2,2,0.5,0.978791985,0.978845654,0.949851304,0.011494253
15,https://www.nytimes.com/2016/04/19/us/panel-would-make-insurers-help-contain-rising-drug-costs.html,https://upload.wikimedia.org/wikipedia/commons/4/45/Budgetary_Impact_of_Health_Reform_Bills.JPG,https://commons.wikimedia.org/wiki/File:Budgetary_Impact_of_Health_Reform_Bills.JPG,0.25,0,0.1875,0.978791985,0.906179506,0.78408915,0.010526316
15,https://www.nytimes.com/2016/04/19/us/panel-would-make-insurers-help-contain-rising-drug-costs.html,https://upload.wikimedia.org/wikipedia/commons/e/e4/Changes_in_Coverage_Health_Care_Bills.png,https://commons.wikimedia.org/wiki/File:Changes_in_Coverage_Health_Care_Bills.png,1.25,1.5,0.6875,0.978791985,0.950048641,0.882276668,0
15,https://www.nytimes.com/2016/04/19/us/panel-would-make-insurers-help-contain-rising-drug-costs.html,https://upload.wikimedia.org/wikipedia/commons/9/92/111th_Congress_1st_session_Senate_roll_call_396.svg,https://commons.wikimedia.org/wiki/File:111th_Congress_1st_session_Senate_roll_call_396.svg,0,0,0,0.978053626,0.696490833,0.587704465,0.002610966
15,https://www.nytimes.com/2016/04/19/us/panel-would-make-insurers-help-contain-rising-drug-costs.html,https://upload.wikimedia.org/wikipedia/commons/5/54/111th_Congress_roll_call_165.svg,https://commons.wikimedia.org/wiki/File:111th_Congress_roll_call_165.svg,0,0,0,0.978053626,0.663979694,0.441042622,0.00486618
15,https://www.nytimes.com/2016/04/19/us/panel-would-make-insurers-help-contain-rising-drug-costs.html,https://upload.wikimedia.org/wikipedia/commons/b/b3/Medicare_and_Medicaid_GDP_Chart.png,https://commons.wikimedia.org/wiki/File:Medicare_and_Medicaid_GDP_Chart.png,2,2,0.5,0.937380578,0.992623796,0.977051808,0.016666667
15,https://www.nytimes.com/2016/04/19/us/panel-would-make-insurers-help-contain-rising-drug-costs.html,https://upload.wikimedia.org/wikipedia/commons/f/fd/Medicare_spending_per_capita.png,https://commons.wikimedia.org/wiki/File:Medicare_spending_per_capita.png,1.5,1.5,0.25,0.937380578,0.991615329,0.976678374,0.017052375
15,https://www.nytimes.com/2016/04/19/us/panel-would-make-insurers-help-contain-rising-drug-costs.html,https://upload.wikimedia.org/wikipedia/commons/a/a1/United_States_Health_Gross_Care_Expenditures_%281960_to_2008%29.png,https://commons.wikimedia.org/wiki/File:United_States_Health_Gross_Care_Expenditures_%281960_to_2008%29.png,2.75,3,0.1875,0.956631416,0.987695966,0.970879985,0.005813953
15,https://www.nytimes.com/2016/04/19/us/panel-would-make-insurers-help-contain-rising-drug-costs.html,https://upload.wikimedia.org/wikipedia/commons/d/dd/Obama_international_agreements_and_air_strikes.png,https://commons.wikimedia.org/wiki/File:Obama_international_agreements_and_air_strikes.png,0,0,0,0.851910062,0.860082088,0.68648281,0.005263158
15,https://www.nytimes.com/2016/04/19/us/panel-would-make-insurers-help-contain-rising-drug-costs.html,https://upload.wikimedia.org/wikipedia/commons/4/44/ElectoralCollege2012.svg,https://commons.wikimedia.org/wiki/File:ElectoralCollege2012.svg,0,0,0,0.851910062,0.750590124,0.587271078,0.002325581
15,https://www.nytimes.com/2016/04/19/us/panel-would-make-insurers-help-contain-rising-drug-costs.html,https://upload.wikimedia.org/wikipedia/commons/6/68/Medicare_Cost_to_GDP_Comparison_of_2009_and_2015_Trustee_Forecasts.png,https://commons.wikimedia.org/wiki/File:Medicare_Cost_to_GDP_Comparison_of_2009_and_2015_Trustee_Forecasts.png,1.75,1.5,0.6875,0.989795579,0.994939262,0.978941568,0.02266289
15,https://www.nytimes.com/2016/04/19/us/panel-would-make-insurers-help-contain-rising-drug-costs.html,https://upload.wikimedia.org/wikipedia/commons/b/b0/Effects_of_Population_Aging_and_Excess_Health_Care_Costs_on_Entitlement_Programs_%282013%29.png,https://commons.wikimedia.org/wiki/File:Effects_of_Population_Aging_and_Excess_Health_Care_Costs_on_Entitlement_Programs_%282013%29.png,2.5,2.5,0.25,0.989795579,0.993505083,0.977031321,0.017045455
15,https://www.nytimes.com/2016/04/19/us/panel-would-make-insurers-help-contain-rising-drug-costs.html,https://upload.wikimedia.org/wikipedia/commons/7/77/Arab_Spring_and_Regional_Conflict_Map.svg,https://commons.wikimedia.org/wiki/File:Arab_Spring_and_Regional_Conflict_Map.svg,0,0,0,0.851910062,0.342498071,0.272708727,0.010416667
15,https://www.nytimes.com/2016/04/19/us/panel-would-make-insurers-help-contain-rising-drug-costs.html,https://upload.wikimedia.org/wikipedia/commons/e/ed/Measles_US_1944-2007_inset.png,https://commons.wikimedia.org/wiki/File:Measles_US_1944-2007_inset.png,0.25,0,0.1875,0.883210551,0.846731944,0.822420567,0.011158798
16,http://www.foxnews.com/us/2016/04/17/fugitive-sought-in-chicago-murder-arrested-on-us-navy-base-in-florida.html,https://upload.wikimedia.org/wikipedia/commons/7/70/Historical_homicide_rate_in_Stockholm.svg,https://commons.wikimedia.org/wiki/File:Historical_homicide_rate_in_Stockholm.svg,1,1,0.5,0.902726803,0.783358857,0.774855398,0.001923077
16,http://www.foxnews.com/us/2016/04/17/fugitive-sought-in-chicago-murder-arrested-on-us-navy-base-in-florida.html,https://upload.wikimedia.org/wikipedia/commons/d/dc/Homicide_Rate.png,https://commons.wikimedia.org/wiki/File:Homicide_Rate.png,1.25,1.5,0.6875,0.902726803,0.430128127,0.585280465,0.008695652
16,http://www.foxnews.com/us/2016/04/17/fugitive-sought-in-chicago-murder-arrested-on-us-navy-base-in-florida.html,https://upload.wikimedia.org/wikipedia/commons/c/c9/Map_of_world_by_intentional_homicide_rate.svg,https://commons.wikimedia.org/wiki/File:Map_of_world_by_intentional_homicide_rate.svg,1.25,1.5,0.6875,0.902726803,0.734654126,0.747956288,0.003717472
17,http://www.foxnews.com/politics/2016/04/19/report-gun-industry-jobs-up-almost-75-percent-under-obama.html,https://upload.wikimedia.org/wikipedia/commons/c/c9/U.S.-Tax-Revenues-As-GDP-Percentage-%2875-05%29.JPG,https://commons.wikimedia.org/wiki/File:U.S.-Tax-Revenues-As-GDP-Percentage-%2875-05%29.JPG,0.5,0,0.75,0.937649544,0.995166996,0.93955843,0.024183797
17,http://www.foxnews.com/politics/2016/04/19/report-gun-industry-jobs-up-almost-75-percent-under-obama.html,https://upload.wikimedia.org/wikipedia/commons/2/23/CBO_Data_Shares_of_Market_Income_and_Net_Federal_Taxes%2C_By_Income_Group%2C_2010_V2.jpg,https://commons.wikimedia.org/wiki/File:CBO_Data_Shares_of_Market_Income_and_Net_Federal_Taxes%2C_By_Income_Group%2C_2010_V2.jpg,0.5,0.5,0.25,0.988815963,0.994953507,0.956001256,0.017730496
